Seqno,RecvTime,U1,I1,U2,I2,U3,I3
380,1743738062356750,-249.892,-11.360,-35.554,-1.616,285.468,12.977
381,1743738062356755,-258.694,-11.758,-20.338,-0.924,279.033,12.686
382,1743738062356761,-266.873,-12.132,-5.101,-0.231,271.952,12.363
383,1743738062356766,-274.384,-12.473,10.180,0.462,264.204,12.012
384,1743738062356771,-281.249,-12.783,25.417,1.155,255.832,11.628
385,1743738062356777,-287.448,-13.064,40.612,1.847,246.836,11.222
386,1743738062356782,-292.936,-13.314,55.699,2.531,237.237,10.783
387,1743738062356788,-297.735,-13.531,70.657,3.210,227.079,10.321
388,1743738062356793,-301.803,-13.720,85.442,3.884,216.361,9.836
389,1743738062356798,-305.139,-13.873,100.013,4.544,205.148,9.324
390,1743738062356803,-307.765,-13.988,114.346,5.195,193.418,8.793
391,1743738062356808,-309.637,-14.076,128.400,5.837,181.215,8.239
392,1743738062356813,-310.756,-14.127,142.153,6.461,168.603,7.661
393,1743738062356821,-311.122,-14.141,155.561,7.070,155.561,7.070
394,1743738062356826,-310.756,-14.127,168.603,7.661,142.153,6.461
395,1743738062356831,-309.637,-14.076,181.215,8.239,128.400,5.837
396,1743738062356836,-307.765,-13.988,193.418,8.793,114.346,5.195
397,1743738062356842,-305.139,-13.873,205.148,9.324,100.013,4.544
398,1743738062356847,-301.803,-13.720,216.361,9.836,85.442,3.884
399,1743738062356852,-297.735,-13.531,227.079,10.321,70.657,3.210
400,1743738062356857,-292.936,-13.314,237.237,10.783,55.699,2.531
401,1743738062356863,-287.448,-13.064,246.836,11.222,40.612,1.847
402,1743738062356868,-281.249,-12.783,255.832,11.628,25.417,1.155
403,1743738062356874,-274.384,-12.473,264.204,12.012,10.180,0.462
404,1743738062356879,-266.873,-12.132,271.952,12.363,-5.101,-0.231
405,1743738062356885,-258.694,-11.758,279.033,12.686,-20.338,-0.924
406,1743738062356890,-249.892,-11.360,285.468,12.977,-35.554,-1.616
407,1743738062356896,-240.508,-10.931,291.193,13.235,-50.684,-2.304
408,1743738062356901,-230.522,-10.478,296.207,13.466,-65.685,-2.983
409,1743738062356906,-219.998,-9.998,300.533,13.660,-80.535,-3.662
410,1743738062356912,-208.936,-9.499,304.106,13.822,-95.170,-4.327
411,1743738062356917,-197.378,-8.973,306.968,13.951,-109.590,-4.983
412,1743738062356922,-185.347,-8.423,309.099,14.048,-123.752,-5.625
413,1743738062356927,-172.843,-7.855,310.455,14.113,-137.612,-6.253
414,1743738062356933,-159.952,-7.269,311.079,14.141,-151.127,-6.872
415,1743738062356937,-146.672,-6.668,310.950,14.136,-164.299,-7.467
416,1743738062356942,-133.027,-6.045,310.089,14.094,-177.061,-8.049
417,1743738062356947,-119.060,-5.412,308.475,14.020,-189.394,-8.608
418,1743738062356951,-104.812,-4.766,306.107,13.914,-201.295,-9.148
419,1743738062356956,-90.306,-4.105,303.008,13.771,-212.680,-9.666
420,1743738062356960,-75.607,-3.436,299.177,13.600,-223.571,-10.164
421,1743738062356965,-60.692,-2.757,294.615,13.392,-233.923,-10.631
422,1743738062356970,-45.648,-2.074,289.363,13.152,-243.694,-11.079
423,1743738062356975,-30.497,-1.385,283.402,12.880,-252.905,-11.494
424,1743738062356980,-15.259,-0.693,276.751,12.580,-261.492,-11.887
425,1743738062356985,0.000,0.000,269.434,12.247,-269.434,-12.247
426,1743738062356990,15.259,0.693,261.492,11.887,-276.751,-12.580
427,1743738062356996,30.497,1.385,252.905,11.494,-283.402,-12.880
428,1743738062357001,45.648,2.074,243.694,11.079,-289.363,-13.152
429,1743738062357007,60.692,2.757,233.923,10.631,-294.615,-13.392
430,1743738062357012,75.607,3.436,223.571,10.164,-299.177,-13.600
431,1743738062357020,90.306,4.105,212.680,9.666,-303.008,-13.771
432,1743738062357026,104.812,4.766,201.295,9.148,-306.107,-13.914
433,1743738062357031,119.060,5.412,189.394,8.608,-308.475,-14.020
434,1743738062357036,133.027,6.045,177.061,8.049,-310.089,-14.094
435,1743738062357042,146.672,6.668,164.299,7.467,-310.950,-14.136
436,1743738062357047,159.952,7.269,151.127,6.872,-311.079,-14.141
437,1743738062357052,172.843,7.855,137.612,6.253,-310.455,-14.113
438,1743738062357057,185.347,8.423,123.752,5.625,-309.099,-14.048
439,1743738062357063,197.378,8.973,109.590,4.983,-306.968,-13.951
440,1743738062357068,208.936,9.499,95.170,4.327,-304.106,-13.822
441,1743738062357073,219.998,9.998,80.535,3.662,-300.533,-13.660
442,1743738062357078,230.522,10.478,65.685,2.983,-296.207,-13.466
443,1743738062357084,240.508,10.931,50.684,2.304,-291.193,-13.235
444,1743738062357089,249.892,11.360,35.554,1.616,-285.468,-12.977
445,1743738062357095,258.694,11.758,20.338,0.924,-279.033,-12.686
446,1743738062357100,266.873,12.132,5.101,0.231,-271.952,-12.363
447,1743738062357106,274.384,12.473,-10.180,-0.462,-264.204,-12.012
448,1743738062357111,281.249,12.783,-25.417,-1.155,-255.832,-11.628
449,1743738062357117,287.448,13.064,-40.612,-1.847,-246.836,-11.222
450,1743738062357122,292.936,13.314,-55.699,-2.531,-237.237,-10.783
451,1743738062357128,297.735,13.531,-70.657,-3.210,-227.079,-10.321
452,1743738062357133,301.803,13.720,-85.442,-3.884,-216.361,-9.836
453,1743738062357139,305.139,13.873,-100.013,-4.544,-205.148,-9.324
454,1743738062357144,307.765,13.988,-114.346,-5.195,-193.418,-8.793
455,1743738062357149,309.637,14.076,-128.400,-5.837,-181.215,-8.239
456,1743738062357154,310.756,14.127,-142.153,-6.461,-168.603,-7.661
457,1743738062357160,311.122,14.141,-155.561,-7.070,-155.561,-7.070
458,1743738062357165,310.756,14.127,-168.603,-7.661,-142.153,-6.461
459,1743738062357170,309.637,14.076,-181.215,-8.239,-128.400,-5.837
460,1743738062357175,307.765,13.988,-193.418,-8.793,-114.346,-5.195
461,1743738062357181,305.139,13.873,-205.148,-9.324,-100.013,-4.544
462,1743738062357186,301.803,13.720,-216.361,-9.836,-85.442,-3.884
463,1743738062357191,297.735,13.531,-227.079,-10.321,-70.657,-3.210
464,1743738062357197,292.936,13.314,-237.237,-10.783,-55.699,-2.531
465,1743738062357202,287.448,13.064,-246.836,-11.222,-40.612,-1.847
466,1743738062357207,281.249,12.783,-255.832,-11.628,-25.417,-1.155
467,1743738062357213,274.384,12.473,-264.204,-12.012,-10.180,-0.462
468,1743738062357218,266.873,12.132,-271.952,-12.363,5.101,0.231
469,1743738062357224,258.694,11.758,-279.033,-12.686,20.338,0.924
470,1743738062357229,249.892,11.360,-285.468,-12.977,35.554,1.616
471,1743738062357235,240.508,10.931,-291.193,-13.235,50.684,2.304
472,1743738062357240,230.522,10.478,-296.207,-13.466,65.685,2.983
473,1743738062357246,219.998,9.998,-300.533,-13.660,80.535,3.662
474,1743738062357251,208.936,9.499,-304.106,-13.822,95.170,4.327
475,1743738062357256,197.378,8.973,-306.968,-13.951,109.590,4.983
476,1743738062357261,185.347,8.423,-309.099,-14.048,123.752,5.625
477,1743738062357266,172.843,7.855,-310.455,-14.113,137.612,6.253
478,1743738062357272,159.952,7.269,-311.079,-14.141,151.127,6.872
479,1743738062357277,146.672,6.668,-310.950,-14.136,164.299,7.467
480,1743738062357282,133.027,6.045,-310.089,-14.094,177.061,8.049
481,1743738062357288,119.060,5.412,-308.475,-14.020,189.394,8.608
482,1743738062357294,104.812,4.766,-306.107,-13.914,201.295,9.148
483,1743738062357299,90.306,4.105,-303.008,-13.771,212.680,9.666
484,1743738062357304,75.607,3.436,-299.177,-13.600,223.571,10.164
485,1743738062357310,60.692,2.757,-294.615,-13.392,233.923,10.631
486,1743738062357315,45.648,2.074,-289.363,-13.152,243.694,11.079
487,1743738062357321,30.497,1.385,-283.402,-12.880,252.905,11.494
488,1743738062357327,15.259,0.693,-276.751,-12.580,261.492,11.887
489,1743738062357332,0.000,0.000,-269.434,-12.247,269.434,12.247
490,1743738062357337,-15.259,-0.693,-261.492,-11.887,276.751,12.580
491,1743738062357343,-30.497,-1.385,-252.905,-11.494,283.402,12.880
492,1743738062357351,-45.648,-2.074,-243.694,-11.079,289.363,13.152
493,1743738062357357,-60.692,-2.757,-233.923,-10.631,294.615,13.392
494,1743738062357363,-75.607,-3.436,-223.571,-10.164,299.177,13.600
495,1743738062357368,-90.306,-4.105,-212.680,-9.666,303.008,13.771
496,1743738062357373,-104.812,-4.766,-201.295,-9.148,306.107,13.914
497,1743738062357378,-119.060,-5.412,-189.394,-8.608,308.475,14.020
498,1743738062357383,-133.027,-6.045,-177.061,-8.049,310.089,14.094
499,1743738062357388,-146.672,-6.668,-164.299,-7.467,310.950,14.136
500,1743738062357393,-159.952,-7.269,-151.127,-6.872,311.079,14.141
501,1743738062357398,-172.843,-7.855,-137.612,-6.253,310.455,14.113
502,1743738062357404,-185.347,-8.423,-123.752,-5.625,309.099,14.048
503,1743738062357409,-197.378,-8.973,-109.590,-4.983,306.968,13.951
504,1743738062357413,-208.936,-9.499,-95.170,-4.327,304.106,13.822
505,1743738062357418,-219.998,-9.998,-80.535,-3.662,300.533,13.660
506,1743738062357446,-230.522,-10.478,-65.685,-2.983,296.207,13.466
507,1743738062357454,-240.508,-10.931,-50.684,-2.304,291.193,13.235
508,1743738062357459,-249.892,-11.360,-35.554,-1.616,285.468,12.977
509,1743738062357464,-258.694,-11.758,-20.338,-0.924,279.033,12.686
510,1743738062357470,-266.873,-12.132,-5.101,-0.231,271.952,12.363
511,1743738062357475,-274.384,-12.473,10.180,0.462,264.204,12.012
512,1743738062357481,-281.249,-12.783,25.417,1.155,255.832,11.628
513,1743738062357487,-287.448,-13.064,40.612,1.847,246.836,11.222
514,1743738062357493,-292.936,-13.314,55.699,2.531,237.237,10.783
515,1743738062357499,-297.735,-13.531,70.657,3.210,227.079,10.321
516,1743738062357505,-301.803,-13.720,85.442,3.884,216.361,9.836
517,1743738062357511,-305.139,-13.873,100.013,4.544,205.148,9.324
518,1743738062357516,-307.765,-13.988,114.346,5.195,193.418,8.793
519,1743738062357522,-309.637,-14.076,128.400,5.837,181.215,8.239
520,1743738062357528,-310.756,-14.127,142.153,6.461,168.603,7.661
521,1743738062357534,-311.122,-14.141,155.561,7.070,155.561,7.070
522,1743738062357539,-310.756,-14.127,168.603,7.661,142.153,6.461
523,1743738062357545,-309.637,-14.076,181.215,8.239,128.400,5.837
524,1743738062357550,-307.765,-13.988,193.418,8.793,114.346,5.195
525,1743738062357556,-305.139,-13.873,205.148,9.324,100.013,4.544
526,1743738062357562,-301.803,-13.720,216.361,9.836,85.442,3.884
527,1743738062357568,-297.735,-13.531,227.079,10.321,70.657,3.210
528,1743738062357574,-292.936,-13.314,237.237,10.783,55.699,2.531
529,1743738062357579,-287.448,-13.064,246.836,11.222,40.612,1.847
530,1743738062357585,-281.249,-12.783,255.832,11.628,25.417,1.155
531,1743738062357591,-274.384,-12.473,264.204,12.012,10.180,0.462
532,1743738062357596,-266.873,-12.132,271.952,12.363,-5.101,-0.231
533,1743738062357602,-258.694,-11.758,279.033,12.686,-20.338,-0.924
534,1743738062357607,-249.892,-11.360,285.468,12.977,-35.554,-1.616
535,1743738062357613,-240.508,-10.931,291.193,13.235,-50.684,-2.304
536,1743738062357619,-230.522,-10.478,296.207,13.466,-65.685,-2.983
537,1743738062357624,-219.998,-9.998,300.533,13.660,-80.535,-3.662
538,1743738062357630,-208.936,-9.499,304.106,13.822,-95.170,-4.327
539,1743738062357635,-197.378,-8.973,306.968,13.951,-109.590,-4.983
540,1743738062357641,-185.347,-8.423,309.099,14.048,-123.752,-5.625
541,1743738062357646,-172.843,-7.855,310.455,14.113,-137.612,-6.253
542,1743738062357651,-159.952,-7.269,311.079,14.141,-151.127,-6.872
543,1743738062357657,-146.672,-6.668,310.950,14.136,-164.299,-7.467
544,1743738062357662,-133.027,-6.045,310.089,14.094,-177.061,-8.049
545,1743738062357668,-119.060,-5.412,308.475,14.020,-189.394,-8.608
546,1743738062357673,-104.812,-4.766,306.107,13.914,-201.295,-9.148
547,1743738062357678,-90.306,-4.105,303.008,13.771,-212.680,-9.666
548,1743738062357684,-75.607,-3.436,299.177,13.600,-223.571,-10.164
549,1743738062357689,-60.692,-2.757,294.615,13.392,-233.923,-10.631
550,1743738062357695,-45.648,-2.074,289.363,13.152,-243.694,-11.079
551,1743738062357701,-30.497,-1.385,283.402,12.880,-252.905,-11.494
552,1743738062357706,-15.259,-0.693,276.751,12.580,-261.492,-11.887
553,1743738062357716,0.000,0.000,269.434,12.247,-269.434,-12.247
554,1743738062357721,15.259,0.693,261.492,11.887,-276.751,-12.580
555,1743738062357727,30.497,1.385,252.905,11.494,-283.402,-12.880
556,1743738062357733,45.648,2.074,243.694,11.079,-289.363,-13.152
557,1743738062357738,60.692,2.757,233.923,10.631,-294.615,-13.392
558,1743738062357744,75.607,3.436,223.571,10.164,-299.177,-13.600
559,1743738062357750,90.306,4.105,212.680,9.666,-303.008,-13.771
560,1743738062357755,104.812,4.766,201.295,9.148,-306.107,-13.914
561,1743738062357760,119.060,5.412,189.394,8.608,-308.475,-14.020
562,1743738062357766,133.027,6.045,177.061,8.049,-310.089,-14.094
563,1743738062357771,146.672,6.668,164.299,7.467,-310.950,-14.136
564,1743738062357776,159.952,7.269,151.127,6.872,-311.079,-14.141
565,1743738062357780,172.843,7.855,137.612,6.253,-310.455,-14.113
566,1743738062357785,185.347,8.423,123.752,5.625,-309.099,-14.048
567,1743738062357789,197.378,8.973,109.590,4.983,-306.968,-13.951
568,1743738062357794,208.936,9.499,95.170,4.327,-304.106,-13.822
569,1743738062357798,219.998,9.998,80.535,3.662,-300.533,-13.660
570,1743738062357803,230.522,10.478,65.685,2.983,-296.207,-13.466
571,1743738062357808,240.508,10.931,50.684,2.304,-291.193,-13.235
572,1743738062357814,249.892,11.360,35.554,1.616,-285.468,-12.977
573,1743738062357819,258.694,11.758,20.338,0.924,-279.033,-12.686
574,1743738062357825,266.873,12.132,5.101,0.231,-271.952,-12.363
575,1743738062357830,274.384,12.473,-10.180,-0.462,-264.204,-12.012
576,1743738062357836,281.249,12.783,-25.417,-1.155,-255.832,-11.628
577,1743738062357841,287.448,13.064,-40.612,-1.847,-246.836,-11.222
578,1743738062357846,292.936,13.314,-55.699,-2.531,-237.237,-10.783
579,1743738062357852,297.735,13.531,-70.657,-3.210,-227.079,-10.321
580,1743738062357857,301.803,13.720,-85.442,-3.884,-216.361,-9.836
581,1743738062357863,305.139,13.873,-100.013,-4.544,-205.148,-9.324
582,1743738062357868,307.765,13.988,-114.346,-5.195,-193.418,-8.793
583,1743738062357874,309.637,14.076,-128.400,-5.837,-181.215,-8.239
584,1743738062357879,310.756,14.127,-142.153,-6.461,-168.603,-7.661
585,1743738062357885,311.122,14.141,-155.561,-7.070,-155.561,-7.070
586,1743738062357892,310.756,14.127,-168.603,-7.661,-142.153,-6.461
587,1743738062357898,309.637,14.076,-181.215,-8.239,-128.400,-5.837
588,1743738062357903,307.765,13.988,-193.418,-8.793,-114.346,-5.195
589,1743738062357908,305.139,13.873,-205.148,-9.324,-100.013,-4.544
590,1743738062357913,301.803,13.720,-216.361,-9.836,-85.442,-3.884
591,1743738062357918,297.735,13.531,-227.079,-10.321,-70.657,-3.210
592,1743738062357923,292.936,13.314,-237.237,-10.783,-55.699,-2.531
593,1743738062357929,287.448,13.064,-246.836,-11.222,-40.612,-1.847
594,1743738062357935,281.249,12.783,-255.832,-11.628,-25.417,-1.155
595,1743738062357940,274.384,12.473,-264.204,-12.012,-10.180,-0.462
596,1743738062357946,266.873,12.132,-271.952,-12.363,5.101,0.231
597,1743738062357951,258.694,11.758,-279.033,-12.686,20.338,0.924
598,1743738062357956,249.892,11.360,-285.468,-12.977,35.554,1.616
599,1743738062357961,240.508,10.931,-291.193,-13.235,50.684,2.304
600,1743738062357966,230.522,10.478,-296.207,-13.466,65.685,2.983
601,1743738062357971,219.998,9.998,-300.533,-13.660,80.535,3.662
602,1743738062357976,208.936,9.499,-304.106,-13.822,95.170,4.327
603,1743738062357980,197.378,8.973,-306.968,-13.951,109.590,4.983
604,1743738062357985,185.347,8.423,-309.099,-14.048,123.752,5.625
605,1743738062357990,172.843,7.855,-310.455,-14.113,137.612,6.253
606,1743738062357994,159.952,7.269,-311.079,-14.141,151.127,6.872
607,1743738062357999,146.672,6.668,-310.950,-14.136,164.299,7.467
608,1743738062358006,133.027,6.045,-310.089,-14.094,177.061,8.049
609,1743738062358012,119.060,5.412,-308.475,-14.020,189.394,8.608
610,1743738062358018,104.812,4.766,-306.107,-13.914,201.295,9.148
611,1743738062358023,90.306,4.105,-303.008,-13.771,212.680,9.666
612,1743738062358028,75.607,3.436,-299.177,-13.600,223.571,10.164
613,1743738062358033,60.692,2.757,-294.615,-13.392,233.923,10.631
614,1743738062358040,45.648,2.074,-289.363,-13.152,243.694,11.079
615,1743738062358051,30.497,1.385,-283.402,-12.880,252.905,11.494
616,1743738062358058,15.259,0.693,-276.751,-12.580,261.492,11.887
617,1743738062358066,0.000,0.000,-269.434,-12.247,269.434,12.247
618,1743738062358072,-15.259,-0.693,-261.492,-11.887,276.751,12.580
619,1743738062358079,-30.497,-1.385,-252.905,-11.494,283.402,12.880
620,1743738062358086,-45.648,-2.074,-243.694,-11.079,289.363,13.152
621,1743738062358094,-60.692,-2.757,-233.923,-10.631,294.615,13.392
622,1743738062358101,-75.607,-3.436,-223.571,-10.164,299.177,13.600
623,1743738062358109,-90.306,-4.105,-212.680,-9.666,303.008,13.771
624,1743738062358116,-104.812,-4.766,-201.295,-9.148,306.107,13.914
625,1743738062358123,-119.060,-5.412,-189.394,-8.608,308.475,14.020
626,1743738062358130,-133.027,-6.045,-177.061,-8.049,310.089,14.094
627,1743738062358137,-146.672,-6.668,-164.299,-7.467,310.950,14.136
628,1743738062358144,-159.952,-7.269,-151.127,-6.872,311.079,14.141
629,1743738062358151,-172.843,-7.855,-137.612,-6.253,310.455,14.113
630,1743738062358158,-185.347,-8.423,-123.752,-5.625,309.099,14.048
631,1743738062358165,-197.378,-8.973,-109.590,-4.983,306.968,13.951
632,1743738062358172,-208.936,-9.499,-95.170,-4.327,304.106,13.822
633,1743738062358179,-219.998,-9.998,-80.535,-3.662,300.533,13.660
634,1743738062358186,-230.522,-10.478,-65.685,-2.983,296.207,13.466
635,1743738062358193,-240.508,-10.931,-50.684,-2.304,291.193,13.235
636,1743738062358200,-249.892,-11.360,-35.554,-1.616,285.468,12.977
637,1743738062358207,-258.694,-11.758,-20.338,-0.924,279.033,12.686
638,1743738062358215,-266.873,-12.132,-5.101,-0.231,271.952,12.363
639,1743738062358222,-274.384,-12.473,10.180,0.462,264.204,12.012
640,1743738062358229,-281.249,-12.783,25.417,1.155,255.832,11.628
641,1743738062358236,-287.448,-13.064,40.612,1.847,246.836,11.222
642,1743738062358243,-292.936,-13.314,55.699,2.531,237.237,10.783
643,1743738062358251,-297.735,-13.531,70.657,3.210,227.079,10.321
644,1743738062358258,-301.803,-13.720,85.442,3.884,216.361,9.836
645,1743738062358265,-305.139,-13.873,100.013,4.544,205.148,9.324
646,1743738062358272,-307.765,-13.988,114.346,5.195,193.418,8.793
647,1743738062358279,-309.637,-14.076,128.400,5.837,181.215,8.239
648,1743738062358286,-310.756,-14.127,142.153,6.461,168.603,7.661
649,1743738062358293,-311.122,-14.141,155.561,7.070,155.561,7.070
650,1743738062358300,-310.756,-14.127,168.603,7.661,142.153,6.461
651,1743738062358307,-309.637,-14.076,181.215,8.239,128.400,5.837
652,1743738062358314,-307.765,-13.988,193.418,8.793,114.346,5.195
653,1743738062358321,-305.139,-13.873,205.148,9.324,100.013,4.544
654,1743738062358328,-301.803,-13.720,216.361,9.836,85.442,3.884
655,1743738062358335,-297.735,-13.531,227.079,10.321,70.657,3.210
656,1743738062358342,-292.936,-13.314,237.237,10.783,55.699,2.531
657,1743738062358349,-287.448,-13.064,246.836,11.222,40.612,1.847
658,1743738062358357,-281.249,-12.783,255.832,11.628,25.417,1.155
659,1743738062358364,-274.384,-12.473,264.204,12.012,10.180,0.462
660,1743738062358371,-266.873,-12.132,271.952,12.363,-5.101,-0.231
661,1743738062358378,-258.694,-11.758,279.033,12.686,-20.338,-0.924
662,1743738062358385,-249.892,-11.360,285.468,12.977,-35.554,-1.616
663,1743738062358392,-240.508,-10.931,291.193,13.235,-50.684,-2.304
664,1743738062358399,-230.522,-10.478,296.207,13.466,-65.685,-2.983
665,1743738062358407,-219.998,-9.998,300.533,13.660,-80.535,-3.662
666,1743738062358414,-208.936,-9.499,304.106,13.822,-95.170,-4.327
667,1743738062358421,-197.378,-8.973,306.968,13.951,-109.590,-4.983
668,1743738062358428,-185.347,-8.423,309.099,14.048,-123.752,-5.625
669,1743738062358446,-172.843,-7.855,310.455,14.113,-137.612,-6.253
670,1743738062358453,-159.952,-7.269,311.079,14.141,-151.127,-6.872
671,1743738062358460,-146.672,-6.668,310.950,14.136,-164.299,-7.467
672,1743738062358466,-133.027,-6.045,310.089,14.094,-177.061,-8.049
673,1743738062358472,-119.060,-5.412,308.475,14.020,-189.394,-8.608
674,1743738062358479,-104.812,-4.766,306.107,13.914,-201.295,-9.148
